Compound,Date,Negative,Neutral,Positive,Text,TimeDiff,Tweets Ago,User
-0.7351,Tue Oct 02 22:36:57 +0000 2018,0.404,0.48,0.116,@CBSNews the only thing that stops a bad wheelchair rigged with a shotgun is a good wheelchair rigged with a shotgun.,0,25,@CBSNews
0.0772,Tue Oct 02 22:36:55 +0000 2018,0.0,0.885,0.115,@iamgingerroot @Jz_Okc @MichaelHands1 @CBSNews You see what you want to see.,0,26,@CBSNews
-0.5423,Tue Oct 02 22:36:54 +0000 2018,0.259,0.592,0.15,RT @GeostompX: @CBSNews Can we please stop acting like a man abusing the highest office in the nation to attack anyone who dares question h…,0,27,@CBSNews
-0.5423,Tue Oct 02 22:36:50 +0000 2018,0.259,0.741,0.0,@CBSNews She was class- he was ass.  Be real here CBS.,0,28,@CBSNews
-0.4939,Tue Oct 02 22:36:47 +0000 2018,0.16,0.84,0.0,@CBSNews I’m starting to see a hard slant on your reports that im unhappy with. He did not spar with her. He was ru… https://t.co/DfdQKmfs22,0,29,@CBSNews
-0.4404,Tue Oct 02 22:36:43 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,30,@CBSNews
-0.4215,Tue Oct 02 22:36:42 +0000 2018,0.16,0.84,0.0,@CBSNews  The fact you chose to ignore the biological attack on the Pentagon in your headlines and lead story but i… https://t.co/pEM6Qlfk0d,0,31,@CBSNews
0.0,Tue Oct 02 22:36:39 +0000 2018,0.0,1.0,0.0,@SebGorka @DNC @CNN @MSNBC @CBSNews @nytimes @washingtonpost @HuffPost @thedailybeast @politico @NPR @jaketapper… https://t.co/WoouYFpSZb,0,32,@CBSNews
0.4215,Tue Oct 02 22:36:38 +0000 2018,0.185,0.403,0.411,@CBSNews Hope that trap is still ok ..,0,33,@CBSNews
-0.6498,Tue Oct 02 22:36:34 +0000 2018,0.193,0.807,0.0,"@NBCNightlyNews  If throwing ice is a bar brawl, you Fakers are really a bunch o DUMB asses. For dRat Networks @ABC… https://t.co/KaUsox0sxL",0,34,@CBSNews
-0.4404,Tue Oct 02 22:36:30 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,35,@CBSNews
-0.5413,Tue Oct 02 22:36:27 +0000 2018,0.189,0.811,0.0,"RT @CBSNews: President Trump: ""This is a very scary time for young men in America."" https://t.co/2OuJNNlUgf https://t.co/PjzGbqeC3s",0,36,@CBSNews
-0.6289,Tue Oct 02 22:36:26 +0000 2018,0.805,0.195,0.0,@CBSNews WTH,0,37,@CBSNews
-0.9313,Tue Oct 02 22:36:19 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,38,@CBSNews
0.836,Tue Oct 02 22:36:16 +0000 2018,0.0,0.628,0.372,@officialanyaaa @CBSNews Trump is a good person. He wants to help our country become strong again economically and… https://t.co/KU8o7Cosn2,0,39,@CBSNews
0.8316,Tue Oct 02 22:36:15 +0000 2018,0.0,0.671,0.329,@drboylecj @CBSNews I hope you want your daughter to know that the type of guy you respect says things like “grab em by the p-“,0,40,@CBSNews
-0.4404,Tue Oct 02 22:36:14 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,41,@CBSNews
-0.9313,Tue Oct 02 22:36:10 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,42,@CBSNews
-0.4404,Tue Oct 02 22:36:01 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,43,@CBSNews
-0.4404,Tue Oct 02 22:35:54 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,44,@CBSNews
0.0,Tue Oct 02 22:35:47 +0000 2018,0.0,1.0,0.0,@realDonoIdTromp @AntiTrumpCircus @realDonaldTrump @GOP @SenateGOP @HouseGOP @WhiteHouse @VP @FLOTUS @IvankaTrump… https://t.co/sHQkCfTNpd,0,45,@CBSNews
0.0,Tue Oct 02 22:35:43 +0000 2018,0.0,1.0,0.0,@CBSNews What about young women?,0,46,@CBSNews
-0.4019,Tue Oct 02 22:35:39 +0000 2018,0.124,0.876,0.0,"RT @CBSNews: As tensions between the Trump administration and the press continue, the president sparred with ABC correspondent Cecilia Vega…",0,47,@CBSNews
-0.875,Tue Oct 02 22:35:37 +0000 2018,0.73,0.132,0.138,@CBSNews God I hate hate hate Republicans,0,48,@CBSNews
0.0,Tue Oct 02 22:35:33 +0000 2018,0.0,1.0,0.0,RT @BenjiQ123: @KrisParonto @CeciliaVega @CNN @MSNBC @ABC @nytimes @washingtonpost @CBSNews @CeciliaVega is human garbage.,0,49,@CBSNews
0.0,Tue Oct 02 22:35:33 +0000 2018,0.0,1.0,0.0,@realDonoIdTromp @AntiTrumpCircus @realDonaldTrump @GOP @SenateGOP @HouseGOP @WhiteHouse @VP @FLOTUS @IvankaTrump… https://t.co/jtcIZD8X1B,0,50,@CBSNews
0.0,Tue Oct 02 22:35:32 +0000 2018,0.0,1.0,0.0,"@retiremanny @CBSNews @SenJoniErnst Time to move on because even though it was a skeezy thing to do, it was done wi… https://t.co/4OctYxrN85",0,51,@CBSNews
-0.7644,Tue Oct 02 22:35:31 +0000 2018,0.32,0.68,0.0,@CBSNews Eastern Kentucky Corruption! Harlan Co. Monticello Banking Company Fake Mortgages Escrow Account Stolen Un… https://t.co/IMcT4HjdnI,0,52,@CBSNews
-0.4404,Tue Oct 02 22:35:29 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,53,@CBSNews
0.1531,Tue Oct 02 22:35:26 +0000 2018,0.109,0.747,0.144,@JustinMoore64 @emerson_giraffe @pdc2k6 @ontheupside @CBSNews @POTUS People like Justin keep demanding the moral hi… https://t.co/smiKmg4eDr,0,54,@CBSNews
-0.296,Tue Oct 02 22:35:26 +0000 2018,0.104,0.896,0.0,"RT @derekahunter: It's also telling that no one, not one ""reporter"" from the @nytimes, @washingtonpost, @CNN @NBCNews, @ABC, @CBSNews, @MSN…",0,55,@CBSNews
-0.9313,Tue Oct 02 22:35:22 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,56,@CBSNews
-0.9313,Tue Oct 02 22:35:19 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,57,@CBSNews
-0.4404,Tue Oct 02 22:35:14 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,58,@CBSNews
-0.9313,Tue Oct 02 22:35:09 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,59,@CBSNews
0.0,Tue Oct 02 22:35:08 +0000 2018,0.0,1.0,0.0,@realDonoIdTromp @AntiTrumpCircus @realDonaldTrump @GOP @SenateGOP @HouseGOP @WhiteHouse @VP @FLOTUS @IvankaTrump… https://t.co/y8jEOSkTNX,0,60,@CBSNews
-0.7351,Tue Oct 02 22:35:04 +0000 2018,0.267,0.733,0.0,@FranTownsend @jeffglor @CBSEveningNews @FBI @CBSNews Where do they keep the people they brainwash to do their fake attack 's,0,61,@CBSNews
0.0,Tue Oct 02 22:35:02 +0000 2018,0.0,1.0,0.0,@drboylecj @CBSNews I think I understand what he was trying to say about those countries but the way he said it was… https://t.co/qrpNDakULK,0,62,@CBSNews
0.7351,Tue Oct 02 22:34:59 +0000 2018,0.0,0.78,0.22,"RT @CBSNews: If Mark Hamill gets his way, President Trump's Hollywood Walk of Fame star could be replaced with one honoring late ""Star Wars…",0,63,@CBSNews
-0.9313,Tue Oct 02 22:34:55 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,64,@CBSNews
0.5719,Tue Oct 02 22:34:52 +0000 2018,0.0,0.802,0.198,RT @rosevine3: #TuesdayThoughts @TheDemocrats &amp; @MSM don’t like him because he beat their candidate in #2016Election but it sure looks like…,0,65,@CBSNews
0.0,Tue Oct 02 22:34:51 +0000 2018,0.0,1.0,0.0,Where is the int'l community? Aren't these consequences of Independence by joining? Is @Elysee @EmmanuelMacron… https://t.co/EU8SpECpHM,0,66,@CBSNews
-0.4404,Tue Oct 02 22:34:50 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,67,@CBSNews
0.0,Tue Oct 02 22:34:38 +0000 2018,0.0,1.0,0.0,@CBSNews People you're being pimped by Flake. He will vote for Kavanaugh &amp; he's using this momentum/incident for his presidential bid,0,68,@CBSNews
-0.296,Tue Oct 02 22:34:36 +0000 2018,0.196,0.804,0.0,@officialanyaaa @CBSNews You’re asking for “please don’t ever offend anyone.”,0,69,@CBSNews
-0.6808,Tue Oct 02 22:34:33 +0000 2018,0.315,0.685,0.0,@CBSNews What the hell is in the water in Maricopa County?,0,70,@CBSNews
0.0,Tue Oct 02 22:34:28 +0000 2018,0.0,1.0,0.0,@RonanFarrow @DNC @KamalaHarris @MichaelAvenatti @MSNBC @tedlieu @CNN @CBSNews @ABCPolitics @nytimes @NPR @ABC… https://t.co/VvRDrh6FuL,0,71,@CBSNews
0.6258,Tue Oct 02 22:34:19 +0000 2018,0.0,0.758,0.242,@officialanyaaa @CBSNews You’re not asking for a little niceness. You and/or others are asking for ALWAYS nice and… https://t.co/BHmGHelQEM,0,72,@CBSNews
-0.4939,Tue Oct 02 22:34:14 +0000 2018,0.186,0.814,0.0,RT @CBSNews: Hundreds of guns stolen from Tennessee UPS facility recovered outside Chicago https://t.co/7hKrdb3Dny https://t.co/dzzIQFIgTR,0,73,@CBSNews
-0.34,Tue Oct 02 22:34:14 +0000 2018,0.179,0.821,0.0,@CBSNews How long did y’all wait before firing Moonves again? 🤔,0,74,@CBSNews
0.8126,Tue Oct 02 22:34:03 +0000 2018,0.0,0.644,0.356,"Yeah, if only the greater majority of @TheDemocrats in power+in the running were just like Mr. Ojeda, yeah IF, but… https://t.co/yvH97zGPm6",0,75,@CBSNews
0.1406,Tue Oct 02 22:34:02 +0000 2018,0.0,0.931,0.069,"@CBSNews ,well mr Trump, youre right, and yet wrong,,  not only for young men,, but for your belowed country as ent… https://t.co/kBroPhpx0n",0,76,@CBSNews
0.0,Tue Oct 02 22:33:57 +0000 2018,0.0,1.0,0.0,RT @debi420681: @CBSNews https://t.co/MsRQdYS7cu,0,77,@CBSNews
0.0,Tue Oct 02 22:33:51 +0000 2018,0.0,1.0,0.0,@realDonoIdTromp @realDonaldTrump @GOP @SenateGOP @HouseGOP @WhiteHouse @VP @FLOTUS @IvankaTrump @PressSec… https://t.co/QyeWU5EOCT,0,78,@CBSNews
0.3182,Tue Oct 02 22:33:41 +0000 2018,0.0,0.839,0.161,@derekahunter @nytimes @washingtonpost @CNN @NBCNews @ABC @CBSNews @MSNBC Truth dies in MSM newsroom.,0,79,@CBSNews
0.05,Tue Oct 02 22:33:40 +0000 2018,0.134,0.722,0.144,@drboylecj @CBSNews I can’t accept them. Some people in this world are just not good people.,0,80,@CBSNews
-0.9313,Tue Oct 02 22:33:38 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,81,@CBSNews
-0.5413,Tue Oct 02 22:33:37 +0000 2018,0.189,0.811,0.0,"RT @CBSNews: President Trump: ""This is a very scary time for young men in America."" https://t.co/2OuJNNlUgf https://t.co/PjzGbqeC3s",0,82,@CBSNews
-0.4019,Tue Oct 02 22:33:33 +0000 2018,0.171,0.829,0.0,RT @CBSNews: POTSHOTS: Pro-marijuana protesters confronted Maryland Rep. Andy Harris outside his office over his opposition to using the dr…,0,83,@CBSNews
0.0,Tue Oct 02 22:33:31 +0000 2018,0.0,1.0,0.0,@MOyankeefan @ReneeHoagenson @RepHartzler @NBCNews @ABC @CBSNews @CoMissourian @MoDemParty @dccc @TYTPolitics… https://t.co/AwZgw68qnC,0,84,@CBSNews
0.0,Tue Oct 02 22:33:30 +0000 2018,0.0,1.0,0.0,@CBSNews If it's normal then why did he lie about it?,0,85,@CBSNews
0.6546,Tue Oct 02 22:33:28 +0000 2018,0.0,0.739,0.261,@officialanyaaa @CBSNews Nothing is wrong with it. I want my daughter to be that way. I like to think I’m that way.… https://t.co/fUTdvwcHCH,0,86,@CBSNews
-0.6369,Tue Oct 02 22:33:17 +0000 2018,0.263,0.658,0.079,"@CBSNews The important part is being considered guilty without proving anything, that's what's scary.

Do you hones… https://t.co/miOmtGHrJD",0,87,@CBSNews
0.6249,Tue Oct 02 22:33:16 +0000 2018,0.0,0.812,0.188,"RT @Glink: As parents get older, the cost of their care often falls to their children who aren’t financially prepared for it #retiring #eld…",0,88,@CBSNews
-0.4404,Tue Oct 02 22:33:14 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,89,@CBSNews
-0.9313,Tue Oct 02 22:33:11 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,90,@CBSNews
-0.5859,Tue Oct 02 22:33:04 +0000 2018,0.291,0.615,0.094,"@CBSNews Trump’s displacing his own difficult Mueller times to young men, b/c crazy ParDon no longer has a reality… https://t.co/B6FPZYCrTG",0,91,@CBSNews
0.0,Tue Oct 02 22:33:00 +0000 2018,0.0,1.0,0.0,@03_jensen @CNN @FoxNews @ABC @MSNBC @CBSNews @60Minutes I have more to report tomorrow on my Healthcare and anothe… https://t.co/oJgr7biuPS,0,92,@CBSNews
-0.4404,Tue Oct 02 22:32:53 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,93,@CBSNews
-0.4404,Tue Oct 02 22:32:53 +0000 2018,0.127,0.873,0.0,"RT @CBSNews: FBI agent shot by booby-trapped wheelchair in home fortified with makeshift weapons, including a circular hot tub turned on it…",0,94,@CBSNews
0.296,Tue Oct 02 22:32:45 +0000 2018,0.0,0.864,0.136,@CBSNews The Joke around the world #Trump is known as #Pendejo In Chief #DumpTrump https://t.co/kkOjeviw5c,0,95,@CBSNews
-0.1513,Tue Oct 02 22:32:44 +0000 2018,0.191,0.658,0.152,@drboylecj @CBSNews Where did a little niceness ever become the symbol for weak?,0,96,@CBSNews
0.0,Tue Oct 02 22:32:42 +0000 2018,0.0,1.0,0.0,RT @musser_benson: @ForeclosureOz @StopFraud4 @magdasedra @ourkidz3 @nadiaskin1 @Traci36362909 @ConsiderThis1 @EdenfieldPl @truthsearch1957…,0,97,@CBSNews
-0.9313,Tue Oct 02 22:32:35 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,98,@CBSNews
0.0,Tue Oct 02 22:32:35 +0000 2018,0.0,1.0,0.0,@CBSNews Scarier because of the old men in Congress and tRump’s administration.,0,99,@CBSNews
0.0,Tue Oct 02 22:38:45 +0000 2018,0.0,1.0,0.0,RT @CNN: Brazilian surfer Maya Gabeira just set a new Guinness World Record for the largest wave ever surfed by a woman https://t.co/PyM5z4…,0,0,@CNN
0.0772,Tue Oct 02 22:38:43 +0000 2018,0.0,0.939,0.061,RT @IngrahamAngle: Now @CNN doing a report claiming that the indigenous people in a remote village in Alaska don’t want #Kavanaugh on #SCOT…,0,1,@CNN
0.4939,Tue Oct 02 22:38:43 +0000 2018,0.0,0.814,0.186,@CNN @CNNOpinion Newsflash;Victims need to answer questions. This prosecutor has spent years successfully prosecuti… https://t.co/Afh63Ux9Pe,0,2,@CNN
0.4019,Tue Oct 02 22:38:43 +0000 2018,0.0,0.787,0.213,"RT @CNN: Microsoft unveils new Surface devices, smart headphones https://t.co/X8tcUUUk5v https://t.co/6sPQGiBGaG",0,3,@CNN
0.0,Tue Oct 02 22:38:42 +0000 2018,0.0,1.0,0.0,@MarcLaw76052942 @charmaine_true @ChoculaCountess @bobtonysmith @SilSterinPensel @CeciliaVega @CNN And I think he h… https://t.co/B538HX5QEw,0,4,@CNN
-0.8783,Tue Oct 02 22:38:40 +0000 2018,0.315,0.685,0.0,"RT @anne_stephen5: Too bad the media had been so obsessed with ""her e-mails"". They could have spared us all this misery. @CNN @MSNBC @ABC @…",0,5,@CNN
-0.3182,Tue Oct 02 22:38:39 +0000 2018,0.113,0.887,0.0,"RT @CNN: Rachel Mitchell did sex-crime victims a disservice | By Elie Honig, a former federal and state prosecutor, via @CNNOpinion https:/…",0,6,@CNN
0.7003,Tue Oct 02 22:38:38 +0000 2018,0.0,0.764,0.236,RT @CNN: Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Whole Foods to $15…,0,7,@CNN
0.0,Tue Oct 02 22:38:38 +0000 2018,0.0,1.0,0.0,RT @CNN: Brazilian surfer Maya Gabeira just set a new Guinness World Record for the largest wave ever surfed by a woman https://t.co/PyM5z4…,0,8,@CNN
-0.4939,Tue Oct 02 22:38:38 +0000 2018,0.167,0.833,0.0,@GeorgeTakei @ReiswigR #CentralParkFive the real scary time for black youth.. under 17 years old wrongfully accused… https://t.co/rpLVl5VECN,0,9,@CNN
0.6597,Tue Oct 02 22:38:37 +0000 2018,0.0,0.795,0.205,"RT @GayRepublicSwag: “If you don’t like me working with Trump to make the world a better place, I don’t give a shit” - Lindsey Graham on @C…",0,10,@CNN
-0.4939,Tue Oct 02 22:38:37 +0000 2018,0.144,0.856,0.0,"@CNN Ford’s credibility diminishes with each passing hour. When an accuser comes out of left field, does damage, an… https://t.co/bLvYg8LFj0",0,11,@CNN
0.7717,Tue Oct 02 22:38:34 +0000 2018,0.0,0.782,0.218,"RT @TSearcaigh: The best way to get rid of @FoxNews is to quit treating it like a news station.

That means @MSNBC and @CNN, etc. all need…",0,12,@CNN
-0.5962,Tue Oct 02 22:38:34 +0000 2018,0.169,0.831,0.0,@TheLeadCNN @CNN @JohnKerry And that folks is coming from a traitor!!! Kerry is scum and a coward look at his milit… https://t.co/DTIb2eoW6V,0,13,@CNN
0.0,Tue Oct 02 22:38:33 +0000 2018,0.0,1.0,0.0,@412Just @TimWheat8 @LauraLoomer @CNN I’m saying when they have a FBI investigation they go back to the day you wer… https://t.co/CKLU8y51td,0,14,@CNN
0.0,Tue Oct 02 22:38:33 +0000 2018,0.0,1.0,0.0,"RT @KAGer2020: QUESTION TO @TheJuanWilliams @CNN AND  THE #Demonrats #DemocratsAreCancer :
IF SOMEONE WITH A DARK PAST WHO DRANK AND SMOKED…",0,15,@CNN
-0.128,Tue Oct 02 22:38:33 +0000 2018,0.082,0.854,0.064,"@CNN I didn't even have to see the originator of this tweet to recognize the fine journalistic work of @CNN.

You guys are nuts. All of you.",0,16,@CNN
-0.9313,Tue Oct 02 22:38:31 +0000 2018,0.381,0.619,0.0,"RT @SebGorka: From serial rapist and attempted murderer to “throwing ice” in just 14 days. 

Now all the World knows you are a lying append…",0,17,@CNN
-0.3595,Tue Oct 02 22:38:31 +0000 2018,0.116,0.884,0.0,@sahilkapur @CNN We keep up the pressure. VOLUNTEER. DONATE. VOTE. Not someone else. You. And you. And you. And me!,0,18,@CNN
0.8825,Tue Oct 02 22:38:30 +0000 2018,0.0,0.637,0.363,@TheLeadCNN @CNN Wow. Trump was capable of convincing his father of completing shady deals at the age of 8!!!!!! Un… https://t.co/8JzvziMCJJ,0,19,@CNN
-0.4404,Tue Oct 02 22:38:28 +0000 2018,0.367,0.633,0.0,@CNN Scandal cooked up by democrats.,0,20,@CNN
0.0,Tue Oct 02 22:38:28 +0000 2018,0.0,1.0,0.0,"RT @pj_hurt: 🛑the🎪

OUR 🇺🇸PRESIDENT.......
@realDonaldTrump🇺🇸....

Is SO FedUp with all of the FAKENEWS @ABC @CNN
@CBS @MBN @nbc.....

If t…",0,21,@CNN
0.0,Tue Oct 02 22:38:25 +0000 2018,0.0,1.0,0.0,"RT @_ImperatorRex_: @CNN New liberal rule:

'Every 20 year old involved in a bar altercation, can never be considered as a judge on SCOTUS,…",0,22,@CNN
0.7964,Tue Oct 02 22:38:25 +0000 2018,0.0,0.701,0.299,"RT @FiveRights: .@CNN
When can I expect your one-hour special on President Trump's success in growing the US economy at 4.3% annually, 2 1/…",0,23,@CNN
0.5562,Tue Oct 02 22:38:25 +0000 2018,0.063,0.658,0.279,@PolitiSmerk @Strandjunker @CNN Seriously! #Kamala is cool and smart and impressive but letting this man's bank get… https://t.co/58HvfxtcKc,0,24,@CNN
-0.4404,Tue Oct 02 22:38:25 +0000 2018,0.104,0.896,0.0,"RT @CNN: Donte Palmer isn't the only dad who's had to squat on a dirty restroom floor to change his baby's diaper.

He's just the newest fa…",0,25,@CNN
-0.4215,Tue Oct 02 22:38:24 +0000 2018,0.109,0.891,0.0,RT @BrianKarem: POTUS on South Lawn denies ever trying alcohol. My question: “Did you ever try anything else?” He point d his finger at me…,0,26,@CNN
-0.5859,Tue Oct 02 22:38:21 +0000 2018,0.192,0.808,0.0,"New York Times investigation: Trump helped his parents evade taxes, 'including instances of outright fraud' @CNN https://t.co/WPulcp5n6j",0,27,@CNN
-0.296,Tue Oct 02 22:38:20 +0000 2018,0.167,0.833,0.0,@SenatorCollins @lisamurkowski @JeffFlake @Sen_JoeManchin @SenatorHeitkamp @SenBobCorker No FBI invest'n tht EXclud… https://t.co/buqTOcEQ1b,0,28,@CNN
0.0,Tue Oct 02 22:38:20 +0000 2018,0.0,1.0,0.0,@KarenMonahan01 @cathibrgnr58 @CNN @MSNBC @FoxNews @WCCO 👍🏻👍🏻👍🏻,0,29,@CNN
0.5027,Tue Oct 02 22:38:19 +0000 2018,0.073,0.728,0.199,"@CNN @ChrisEvans I'm sorry, I thought we'd heard enough from privileged MEN!  Why Michael have a platform??",0,30,@CNN
0.0,Tue Oct 02 22:38:19 +0000 2018,0.0,1.0,0.0,"RT @Pat120: Wait, WHAT? Why isn't this all over @MSNBC and @CNN?! https://t.co/QiTKpIzsKZ",0,31,@CNN
-0.4404,Tue Oct 02 22:38:19 +0000 2018,0.104,0.896,0.0,"RT @CNN: Donte Palmer isn't the only dad who's had to squat on a dirty restroom floor to change his baby's diaper.

He's just the newest fa…",0,32,@CNN
0.5229,Tue Oct 02 22:38:18 +0000 2018,0.0,0.703,0.297,@1proudliberal @DonaldJTrumpJr @CNN @JeffreyToobin you mean like Bill did!!!,0,33,@CNN
0.0,Tue Oct 02 22:38:18 +0000 2018,0.0,1.0,0.0,"@RenataBl04 @CNN In Soviet Russia, baby changes you.",0,34,@CNN
0.4019,Tue Oct 02 22:38:18 +0000 2018,0.0,0.787,0.213,"RT @CNN: Microsoft unveils new Surface devices, smart headphones https://t.co/X8tcUUUk5v https://t.co/6sPQGiBGaG",0,35,@CNN
0.4019,Tue Oct 02 22:38:18 +0000 2018,0.0,0.838,0.162,interesting article Alexis Ohanian's VC firm raises new $225M fund https://t.co/FzfIUkZUzx via @cnn #money #advertising,0,36,@CNN
-0.8126,Tue Oct 02 22:38:18 +0000 2018,0.393,0.607,0.0,RT @davidf4444: @ShennaFoxxx @realDonaldTrump @SenatorLankford @chucktodd Irresponsible reporting should be met with criminal charges of Fr…,0,37,@CNN
0.2263,Tue Oct 02 22:38:16 +0000 2018,0.116,0.734,0.151,"RT @DonaldJTrumpJr: What's actual garbage is a partisan liberal hack who masquerades as a journalist on @CNN, attacking me for loving &amp; car…",0,38,@CNN
0.0,Tue Oct 02 22:38:15 +0000 2018,0.0,1.0,0.0,"RT @pj_hurt: 🛑the🎪

OUR 🇺🇸PRESIDENT.......
@realDonaldTrump🇺🇸....

Is SO FedUp with all of the FAKENEWS @ABC @CNN
@CBS @MBN @nbc.....

If t…",0,39,@CNN
0.4912,Tue Oct 02 22:38:11 +0000 2018,0.0,0.85,0.15,"RT @willchamberlain: Hi @JeffreyToobin!

Bold move going after Kavanaugh for 36-year-old allegations!

Especially when ten years ago you ch…",0,40,@CNN
0.4019,Tue Oct 02 22:38:11 +0000 2018,0.0,0.769,0.231,@CNN Interesting men of color have always felt this way.,0,41,@CNN
0.0,Tue Oct 02 22:38:10 +0000 2018,0.0,1.0,0.0,"@TrumpGirlStrong @xformed @CNN I wouldn’t watch CNN, EVEN IF THERE WASNT ANY OTHER CHANNEL TO WATCH. If I were too… https://t.co/FP3rZpd3Xy",0,42,@CNN
0.0,Tue Oct 02 22:38:10 +0000 2018,0.0,1.0,0.0,2 the individuals (I’ll keep their names private) who submitted affidavits &amp; have been interviewed by the FBI have… https://t.co/IWCDQ6betR,0,43,@CNN
-0.6369,Tue Oct 02 22:38:07 +0000 2018,0.154,0.846,0.0,RT @KarenMonahan01: I am willing to sit in the same TV studio as Keith Ellison and have a civil conversation regarding the abuse on live TV…,0,44,@CNN
0.25,Tue Oct 02 22:38:06 +0000 2018,0.0,0.857,0.143,@TSearcaigh @FoxNews @MSNBC @CNN Now let’s try to convince them to do this.,0,45,@CNN
-0.6369,Tue Oct 02 22:38:04 +0000 2018,0.154,0.846,0.0,RT @KarenMonahan01: I am willing to sit in the same TV studio as Keith Ellison and have a civil conversation regarding the abuse on live TV…,0,46,@CNN
0.2824,Tue Oct 02 22:38:04 +0000 2018,0.083,0.754,0.164,RT @KrisParonto: . @CeciliaVega excuse you??? No you don’t think or you wouldn’t try to hijack the President’s talk. You looked like the ty…,0,47,@CNN
-0.296,Tue Oct 02 22:38:03 +0000 2018,0.423,0.577,0.0,"@Strandjunker @CNN Um, no.",0,48,@CNN
